frame_nmr;license_number;license_number_score;time_of_operation
64;Tablica 1;0,779439375;0,079846621
65;Tablica 1;0,790965661;0,102079153
66;Tablica 1;0,806479327;0,058992863
67;Tablica 1;0,805949196;0,061999083
68;Tablica 1;0,802101016;0,063903332
70;Tablica 1;0,795583442;0,247989893
71;Tablica 1;0,746926352;0,218912363
;;;
;;0,78963491;0,11910333
