frame_nmr;license_number;license_number_score;time_of_operation
28;Tablica 1;0,889586106;0,629990339
29;Tablica 1;0,90015097;0,564996958
30;Tablica 1;0,899624132;0,478000879
31;Tablica 1;0,898408242;0,520550251
32;Tablica 1;0,888767645;0,776998043
;;;
;;0,895307419;0,594107294
