frame_nmr;license_number;license_number_score;time_of_operation
28;Tablica 1;0,801240779;0,118113756
29;Tablica 1;0,802938454;0,09900713
30;Tablica 1;0,805460513;0,056030989
;;;
;;0,803213249;0,091050625
