frame_nmr;license_number;license_number_score;time_of_operation
175;Tablica 1;0,785021909;0,108014584
176;Tablica 1;0,793888204;0,144006968
178;Tablica 1;0,788894638;0,089972258
179;Tablica 1;0,748146497;0,409006119
;;;
;;0,778987812;0,187749982
