frame_nmr;license_number;license_number_score;time_of_operation
0;Tablica 1;0,915928908;7,524846792
4;Tablica 1;0,917454608;1,018049002
5;Tablica 1;0,917503752;0,688966274
;;;
;;0,916962422;3,077287356
