frame_nmr;license_number;license_number_score;time_of_operation
0;Tablica 1;0,876321487;3,21805048
1;Tablica 1;0,888647504;0,757041216
2;Tablica 1;0,892318048;1,048911095
3;Tablica 1;0,893059261;0,612730742
4;Tablica 1;0,894212782;0,544999599
5;Tablica 1;0,890574165;0,507003307
6;Tablica 1;0,890766263;0,426000834
7;Tablica 1;0,8984579;0,423002243
;;0,890544676;0,942217439
