frame_nmr;license_number;license_number_score;time_of_operation
72;Tablica 2;0,856065026;0,049996138
77;Tablica 2;0,86449148;0,089999914
78;Tablica 2;0,871530839;0,058009863
;;;
;;0,864029115;0,066001972
