frame_nmr;license_number;license_number_score;time_of_operation
88;Tablica 2;0,842851222;0,087494373
94;Tablica 2;0,859246595;0,07399559
101;Tablica 2;0,870868725;0,070004463
;;;
;;0,857655514;0,077164809
